Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
5745,6,9,1.25,9,Laptop,Comedy,North America,Delayed,Premium,No,2,74,4836,Yes,2
5746,47,8,1.76,1,Tablet,Drama,Europe,On-Time,Standard,Yes,2,36,2041,Yes,4
5747,15,8,5.35,2,Mobile,Sci-fi,South America,Delayed,Standard,Yes,2,59,6889,Yes,3
5748,32,1,0.61,1,Smart TV,Comedy,South America,On-Time,Standard,No,7,79,1854,Yes,3
5749,51,8,4.64,10,Laptop,Sci-fi,North America,On-Time,Premium,No,8,75,6738,No,3
5750,11,10,3.11,3,Mobile,Sci-fi,Oceania,On-Time,Basic,Yes,9,74,3026,Yes,4
5751,58,3,2.96,5,Laptop,Action,Europe,On-Time,Basic,No,12,65,6365,Yes,1
5752,23,7,0.54,1,Smart TV,Romance,Europe,On-Time,Standard,No,13,18,3550,Yes,3
5753,26,1,5.01,4,Tablet,Comedy,Asia,On-Time,Standard,No,1,55,8089,No,2
5754,34,1,2.48,8,Smart TV,Drama,Asia,On-Time,Basic,No,9,26,1239,No,3
5755,46,10,3.47,6,Smart TV,Action,South America,Delayed,Basic,Yes,14,77,1489,Yes,4
5756,34,5,4.23,1,Tablet,Romance,North America,On-Time,Basic,No,9,22,2036,No,2
5757,29,5,4.36,1,Mobile,Drama,Africa,On-Time,Standard,Yes,0,76,7132,Yes,4
5758,4,8,5.76,3,Laptop,Drama,South America,On-Time,Standard,Yes,13,63,5780,Yes,1
5759,17,7,3.42,10,Mobile,Sci-fi,Asia,On-Time,Basic,No,8,59,8909,No,1
5760,35,8,2.7,8,Tablet,Romance,South America,On-Time,Basic,No,5,51,4269,Yes,4
5761,13,6,5.75,8,Laptop,Action,North America,On-Time,Premium,No,13,54,7122,Yes,3
5762,41,6,4.03,3,Tablet,Comedy,Europe,Delayed,Standard,No,14,50,6710,Yes,2
5763,39,2,2.14,7,Mobile,Comedy,Europe,On-Time,Premium,No,8,42,2767,Yes,3
5764,15,6,1.2,3,Smart TV,Action,Europe,On-Time,Basic,Yes,5,59,5708,Yes,4
5765,55,5,5.13,4,Laptop,Sci-fi,Europe,Delayed,Standard,Yes,1,46,9353,Yes,4
5766,29,3,2.49,9,Tablet,Sci-fi,Africa,Delayed,Standard,No,0,75,9847,No,3
5767,29,6,4.13,4,Laptop,Drama,Oceania,Delayed,Premium,Yes,13,42,4006,Yes,2
5768,11,8,3.09,3,Laptop,Romance,Africa,On-Time,Premium,No,7,71,2256,Yes,2
5769,52,9,1.59,5,Mobile,Drama,South America,On-Time,Premium,No,2,76,8077,Yes,2
5770,32,1,3.81,7,Smart TV,Comedy,Asia,On-Time,Premium,No,0,26,6351,No,2
5771,2,3,0.83,5,Laptop,Action,North America,Delayed,Standard,No,14,79,1749,No,2
5772,47,3,2.77,4,Mobile,Romance,South America,Delayed,Basic,No,7,20,1708,No,1
5773,14,8,3.51,8,Laptop,Action,Oceania,On-Time,Basic,No,11,32,7416,Yes,1
5774,20,1,2.9,4,Smart TV,Romance,North America,On-Time,Basic,Yes,0,21,7950,No,4
5775,22,5,4.62,2,Laptop,Comedy,North America,On-Time,Premium,Yes,7,62,9657,Yes,1
5776,11,3,5.05,10,Smart TV,Comedy,North America,On-Time,Basic,No,0,55,2713,No,2
5777,27,2,4.74,6,Mobile,Romance,South America,On-Time,Premium,Yes,8,37,8936,Yes,2
5778,3,8,0.71,2,Mobile,Sci-fi,Oceania,On-Time,Premium,No,13,66,9308,No,2
5779,17,3,1.57,3,Smart TV,Romance,South America,Delayed,Basic,Yes,8,40,1195,Yes,4
5780,44,7,3.45,1,Smart TV,Comedy,North America,On-Time,Basic,Yes,11,54,5714,Yes,4
5781,56,1,5.64,5,Mobile,Action,North America,On-Time,Basic,Yes,12,79,2274,No,3
5782,28,6,5.09,9,Smart TV,Drama,Asia,On-Time,Standard,No,8,64,4709,No,1
5783,29,3,5.13,2,Smart TV,Action,Africa,On-Time,Premium,Yes,2,25,1338,Yes,1
5784,21,8,2.17,7,Tablet,Comedy,South America,On-Time,Standard,Yes,3,74,7761,No,3
5785,47,6,2.86,5,Laptop,Action,Oceania,Delayed,Basic,No,4,54,4511,Yes,3
5786,16,2,3.09,2,Mobile,Sci-fi,North America,On-Time,Standard,No,5,73,5275,No,1
5787,37,6,1.37,8,Mobile,Sci-fi,South America,On-Time,Standard,No,8,62,2656,No,2
5788,59,7,0.67,6,Tablet,Romance,Africa,On-Time,Basic,No,12,50,7762,Yes,1
5789,20,5,5.71,4,Smart TV,Action,South America,On-Time,Basic,Yes,10,50,9834,Yes,2
5790,6,3,1.82,4,Smart TV,Action,Africa,On-Time,Premium,Yes,11,24,6273,Yes,4
5791,19,4,1.82,2,Smart TV,Comedy,South America,On-Time,Premium,No,3,39,9810,Yes,1
5792,57,4,0.96,3,Mobile,Romance,Asia,On-Time,Standard,No,13,22,2169,No,1
5793,5,6,5.61,7,Tablet,Romance,South America,On-Time,Basic,No,13,63,9443,No,4
5794,3,10,3.69,3,Laptop,Action,Europe,On-Time,Premium,Yes,5,32,9173,No,4
5795,59,1,4.17,5,Tablet,Drama,Asia,Delayed,Premium,No,12,38,1301,Yes,4
5796,1,4,5.51,10,Mobile,Action,Africa,On-Time,Standard,No,0,79,2566,Yes,4
5797,58,10,2.4,6,Laptop,Action,North America,On-Time,Standard,No,1,42,8816,Yes,4
5798,60,4,3.92,6,Smart TV,Action,North America,On-Time,Standard,Yes,7,34,3210,No,3
5799,38,10,0.71,4,Tablet,Sci-fi,South America,On-Time,Basic,No,3,73,8230,Yes,3
5800,15,1,1.53,6,Tablet,Romance,Oceania,On-Time,Premium,Yes,9,67,9803,No,4
5801,34,9,5.07,3,Mobile,Sci-fi,South America,Delayed,Premium,Yes,6,24,7588,Yes,4
5802,35,4,4.72,7,Tablet,Drama,Asia,On-Time,Premium,No,3,71,2943,No,4
5803,49,7,2.43,7,Laptop,Comedy,Asia,On-Time,Standard,Yes,13,75,9265,Yes,4
5804,25,3,2.57,4,Tablet,Drama,Africa,Delayed,Basic,No,8,67,5637,No,2
5805,24,10,3.43,2,Mobile,Romance,South America,On-Time,Standard,No,8,77,9348,Yes,2
5806,12,3,0.5,7,Tablet,Comedy,Africa,On-Time,Standard,No,3,78,6385,No,4
5807,18,8,1.83,3,Laptop,Drama,Oceania,On-Time,Basic,No,12,36,1255,No,4
5808,15,8,1.65,1,Laptop,Romance,North America,On-Time,Basic,Yes,14,69,4110,Yes,1
5809,44,1,1.88,2,Mobile,Drama,North America,On-Time,Standard,Yes,7,24,6032,Yes,4
5810,16,10,4.93,10,Smart TV,Comedy,South America,On-Time,Basic,No,5,57,7261,No,4
5811,27,2,2.04,9,Mobile,Comedy,Africa,On-Time,Standard,No,0,62,3417,Yes,3
5812,8,8,1.55,8,Smart TV,Drama,Africa,On-Time,Premium,No,14,76,3256,No,2
5813,60,1,3.27,6,Laptop,Sci-fi,Oceania,On-Time,Basic,No,6,67,3634,No,4
5814,46,8,5.26,6,Tablet,Drama,Africa,On-Time,Premium,No,0,41,2891,Yes,2
5815,25,8,1.83,1,Tablet,Drama,Europe,On-Time,Basic,Yes,2,28,4464,Yes,2
5816,17,2,0.93,2,Laptop,Drama,Europe,On-Time,Standard,No,7,58,8426,No,1
5817,29,4,2.46,4,Mobile,Sci-fi,Asia,On-Time,Standard,No,14,72,2970,No,2
5818,53,6,4.61,3,Tablet,Action,Europe,On-Time,Standard,No,8,18,4953,No,2
5819,8,9,3.53,1,Mobile,Comedy,Europe,On-Time,Standard,No,2,71,6818,Yes,4
5820,15,8,4.99,8,Tablet,Romance,Asia,On-Time,Standard,Yes,0,49,7771,No,3
5821,27,8,5.78,7,Smart TV,Comedy,Europe,On-Time,Standard,No,0,57,7748,Yes,4
5822,46,7,4.86,4,Tablet,Comedy,Europe,On-Time,Basic,No,6,70,6003,No,4
5823,50,9,3.82,9,Smart TV,Action,Asia,On-Time,Basic,Yes,4,61,1648,Yes,3
5824,52,2,3.21,4,Tablet,Comedy,South America,On-Time,Premium,No,12,19,9720,Yes,3
5825,7,3,0.72,1,Tablet,Comedy,Asia,Delayed,Basic,Yes,13,32,3101,Yes,1
5826,3,10,5.91,10,Tablet,Sci-fi,Asia,Delayed,Basic,No,0,38,1418,Yes,3
5827,29,8,2.61,1,Tablet,Sci-fi,Europe,Delayed,Premium,No,5,41,3352,No,4
5828,44,6,1.34,1,Tablet,Sci-fi,North America,Delayed,Premium,No,13,67,6775,Yes,3
5829,53,10,4.17,1,Mobile,Sci-fi,Europe,On-Time,Standard,No,5,34,9276,Yes,3
5830,24,9,2.06,4,Smart TV,Sci-fi,South America,On-Time,Premium,Yes,13,64,8691,Yes,3
5831,60,10,3.72,1,Smart TV,Romance,Asia,On-Time,Premium,Yes,3,69,2751,Yes,2
5832,58,4,3.73,2,Tablet,Action,Oceania,On-Time,Basic,No,6,69,3657,Yes,1
5833,3,8,2.95,4,Mobile,Drama,Asia,On-Time,Standard,No,6,26,7123,Yes,2
5834,20,10,5.1,7,Mobile,Sci-fi,South America,On-Time,Premium,No,11,52,6524,Yes,2
5835,46,3,1.96,2,Laptop,Action,Africa,On-Time,Standard,No,8,37,3351,Yes,1
5836,15,3,2.97,8,Laptop,Drama,Europe,On-Time,Standard,No,11,36,9071,Yes,2
5837,25,8,3.46,7,Mobile,Comedy,North America,On-Time,Premium,No,0,35,2289,Yes,3
5838,30,5,4.15,9,Laptop,Comedy,North America,On-Time,Premium,No,4,37,3702,No,1
5839,14,3,4.81,6,Smart TV,Action,Europe,On-Time,Premium,No,14,47,9835,No,2
5840,7,10,2.67,4,Mobile,Romance,Europe,Delayed,Premium,No,9,57,3905,No,4
5841,17,1,4.05,6,Laptop,Romance,South America,Delayed,Standard,No,2,18,5669,No,2
5842,44,3,1.33,4,Mobile,Action,Asia,On-Time,Basic,No,6,41,3922,No,4
5843,20,9,5.63,7,Laptop,Romance,Oceania,On-Time,Standard,No,3,41,7654,Yes,3
5844,36,5,2.61,9,Mobile,Romance,Asia,Delayed,Standard,No,3,64,3021,Yes,4
5845,9,10,4.51,3,Tablet,Comedy,Asia,On-Time,Standard,No,12,36,4624,No,2
5846,38,2,0.61,3,Smart TV,Romance,Oceania,Delayed,Premium,Yes,11,47,7344,No,2
5847,48,7,1.63,2,Laptop,Romance,North America,On-Time,Premium,No,0,43,8778,Yes,2
5848,57,2,3.18,1,Tablet,Action,Asia,On-Time,Basic,No,0,59,1136,Yes,1
5849,60,4,5.33,1,Mobile,Romance,Africa,On-Time,Basic,No,9,61,5225,No,1
5850,22,7,3.4,3,Tablet,Sci-fi,Africa,On-Time,Basic,No,1,77,4140,No,2
5851,54,4,5.61,7,Smart TV,Sci-fi,South America,On-Time,Standard,No,14,55,3587,Yes,2
5852,53,7,3.16,9,Laptop,Action,South America,On-Time,Basic,No,1,46,7669,No,3
5853,53,7,3.2,2,Laptop,Sci-fi,Oceania,On-Time,Standard,No,0,30,3605,No,1
5854,2,1,1.16,7,Mobile,Comedy,Oceania,On-Time,Premium,Yes,7,21,6004,Yes,1
5855,24,6,4.91,1,Smart TV,Action,South America,On-Time,Standard,No,5,62,9400,No,1
5856,8,9,1.86,2,Tablet,Romance,Europe,On-Time,Premium,Yes,5,34,8504,No,4
5857,11,2,5.45,6,Mobile,Sci-fi,Asia,On-Time,Premium,Yes,9,79,4810,Yes,2
5858,13,3,5.51,5,Laptop,Comedy,Europe,On-Time,Basic,Yes,9,50,7080,No,3
5859,17,10,5.69,8,Tablet,Action,North America,On-Time,Premium,No,8,22,8408,Yes,3
5860,8,5,3.36,2,Mobile,Action,Africa,On-Time,Basic,Yes,4,45,5153,No,2
5861,21,9,4.22,1,Tablet,Romance,Oceania,On-Time,Basic,No,14,41,4376,No,2
5862,18,4,4.78,7,Tablet,Drama,South America,On-Time,Basic,No,3,34,2368,Yes,3
5863,30,1,1.22,6,Mobile,Sci-fi,Africa,On-Time,Standard,No,14,67,8809,Yes,4
5864,18,4,3.81,8,Tablet,Comedy,Europe,Delayed,Basic,Yes,10,56,4800,No,3
5865,46,6,0.69,8,Tablet,Action,Oceania,Delayed,Basic,Yes,5,65,2037,No,4
5866,47,5,3.24,2,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,7,57,1992,Yes,4
5867,31,1,1.35,8,Smart TV,Comedy,Asia,On-Time,Standard,No,13,61,8312,No,1
5868,38,4,1.51,6,Laptop,Comedy,Oceania,On-Time,Basic,Yes,0,63,5510,Yes,2
5869,32,6,2.51,9,Smart TV,Action,North America,On-Time,Basic,No,6,68,1393,Yes,1
5870,11,10,2.88,7,Mobile,Sci-fi,Oceania,On-Time,Basic,Yes,7,28,9005,No,4
5871,45,10,3.93,2,Tablet,Comedy,North America,Delayed,Premium,No,8,29,4686,No,3
5872,25,4,0.91,8,Laptop,Action,Europe,On-Time,Premium,Yes,10,30,1357,No,1
5873,33,9,3.27,9,Smart TV,Sci-fi,Asia,On-Time,Premium,No,7,25,5004,Yes,3
5874,60,5,1.5,7,Tablet,Sci-fi,North America,On-Time,Basic,No,6,18,2181,Yes,4
5875,38,8,3.66,4,Mobile,Action,Europe,On-Time,Basic,No,2,26,7817,No,3
5876,41,9,4.01,9,Tablet,Sci-fi,Africa,On-Time,Basic,No,1,45,3065,Yes,1
5877,8,10,3.56,4,Mobile,Drama,Oceania,On-Time,Basic,Yes,14,19,7871,Yes,4
5878,11,5,4.56,4,Tablet,Comedy,South America,On-Time,Basic,No,2,31,4129,No,2
5879,22,6,2.35,9,Laptop,Comedy,South America,On-Time,Premium,No,3,30,1154,No,1
5880,51,1,4.71,8,Laptop,Sci-fi,North America,On-Time,Basic,Yes,3,65,9678,Yes,1
5881,24,7,2.88,4,Smart TV,Action,Asia,On-Time,Standard,Yes,5,19,7294,Yes,2
5882,41,4,3.16,8,Smart TV,Romance,North America,On-Time,Basic,No,11,21,3415,No,4
5883,17,2,4.06,8,Tablet,Sci-fi,Europe,On-Time,Premium,Yes,6,29,2070,No,2
5884,12,5,0.6,7,Tablet,Romance,Europe,On-Time,Basic,No,11,65,3254,Yes,1
5885,57,3,4.1,10,Smart TV,Sci-fi,North America,On-Time,Standard,No,3,27,9042,Yes,4
5886,46,6,3.9,6,Smart TV,Romance,North America,Delayed,Basic,No,9,20,8807,Yes,3
5887,32,8,2.2,8,Tablet,Sci-fi,Africa,On-Time,Standard,Yes,5,21,7840,No,1
5888,15,7,0.97,7,Tablet,Action,Europe,On-Time,Standard,No,8,23,7713,Yes,3
5889,16,3,1.0,5,Tablet,Romance,Africa,On-Time,Premium,Yes,13,40,3190,No,2
5890,54,8,5.58,4,Laptop,Drama,North America,On-Time,Standard,Yes,5,22,8264,Yes,4
5891,22,2,4.29,2,Mobile,Action,Asia,On-Time,Basic,No,13,67,9382,Yes,2
5892,28,10,1.2,8,Mobile,Sci-fi,Oceania,On-Time,Standard,No,2,20,9331,No,3
5893,20,9,2.46,9,Smart TV,Romance,Europe,On-Time,Basic,Yes,0,27,8398,Yes,1
5894,33,4,3.76,4,Laptop,Comedy,South America,On-Time,Basic,Yes,10,60,3972,No,4
5895,10,1,5.1,4,Tablet,Action,Africa,On-Time,Basic,No,9,36,2514,Yes,2
5896,40,8,0.74,5,Tablet,Romance,Europe,On-Time,Basic,No,9,31,4970,Yes,3
5897,32,7,1.8,2,Smart TV,Action,Oceania,On-Time,Premium,No,12,38,5719,Yes,3
5898,50,5,5.39,7,Smart TV,Romance,Africa,On-Time,Basic,No,4,77,2345,Yes,1
5899,60,10,0.55,5,Laptop,Comedy,Europe,On-Time,Premium,No,9,60,2917,Yes,3
5900,33,5,1.61,6,Mobile,Drama,Africa,On-Time,Standard,No,9,45,8641,No,4
5901,2,7,5.77,4,Mobile,Comedy,Africa,On-Time,Basic,No,2,38,9644,Yes,3
5902,33,5,3.87,8,Tablet,Sci-fi,North America,On-Time,Standard,No,7,53,2611,No,1
5903,33,8,1.94,8,Smart TV,Action,North America,On-Time,Premium,Yes,9,41,3078,Yes,2
5904,41,6,0.87,5,Laptop,Drama,Africa,On-Time,Basic,No,14,71,3064,Yes,4
5905,13,5,0.66,6,Tablet,Action,Africa,On-Time,Basic,No,0,55,8379,Yes,2
5906,30,9,1.85,3,Mobile,Romance,South America,On-Time,Premium,Yes,10,34,6779,No,2
5907,33,2,5.35,1,Mobile,Sci-fi,Oceania,Delayed,Standard,No,1,39,8150,Yes,3
5908,13,1,2.79,9,Laptop,Sci-fi,Oceania,On-Time,Premium,No,2,36,1353,Yes,3
5909,52,8,4.46,9,Tablet,Action,Asia,On-Time,Standard,No,2,62,6718,Yes,1
5910,26,3,5.55,3,Laptop,Sci-fi,Asia,On-Time,Standard,No,11,71,4636,Yes,3
5911,22,7,2.74,4,Tablet,Action,Asia,On-Time,Standard,No,7,27,7044,Yes,3
5912,39,10,1.55,7,Mobile,Romance,North America,On-Time,Basic,No,4,78,1711,Yes,2
5913,2,8,3.34,2,Smart TV,Romance,North America,On-Time,Premium,Yes,7,28,5272,Yes,4
5914,38,6,5.49,3,Smart TV,Action,South America,Delayed,Basic,Yes,10,78,2429,Yes,3
5915,39,10,4.92,6,Mobile,Comedy,North America,On-Time,Premium,Yes,13,55,7444,No,4
5916,26,9,0.86,8,Smart TV,Comedy,Asia,On-Time,Standard,No,14,19,4420,No,3
5917,46,7,4.31,1,Smart TV,Romance,Europe,On-Time,Basic,Yes,14,50,3068,No,3
5918,58,10,3.65,4,Tablet,Drama,Africa,On-Time,Basic,Yes,10,60,8159,Yes,1
5919,50,5,5.49,1,Laptop,Comedy,Asia,On-Time,Basic,No,5,48,5806,Yes,3
5920,15,8,1.17,2,Tablet,Action,South America,On-Time,Standard,No,14,65,7844,No,1
5921,34,2,3.44,8,Laptop,Romance,Africa,Delayed,Premium,No,11,52,9343,Yes,2
5922,42,7,5.34,6,Laptop,Sci-fi,North America,On-Time,Standard,No,1,54,4231,Yes,4
5923,55,4,2.76,9,Smart TV,Sci-fi,Africa,On-Time,Basic,No,10,64,3906,No,3
5924,44,9,3.15,2,Laptop,Comedy,Europe,On-Time,Basic,No,3,64,4551,No,1
5925,49,1,0.89,3,Laptop,Drama,South America,Delayed,Standard,No,8,53,5191,No,2
5926,40,7,2.03,9,Mobile,Comedy,North America,On-Time,Basic,No,3,40,4423,No,3
5927,11,6,2.28,9,Laptop,Drama,Oceania,Delayed,Basic,No,4,53,5057,No,1
5928,3,8,5.7,6,Mobile,Comedy,Asia,On-Time,Premium,Yes,4,57,6194,No,1
5929,59,5,2.05,3,Tablet,Sci-fi,Europe,On-Time,Premium,No,9,56,4665,Yes,2
5930,6,1,3.03,5,Smart TV,Drama,Europe,On-Time,Premium,No,7,43,5735,No,3
5931,9,1,4.19,2,Laptop,Sci-fi,Asia,Delayed,Premium,No,5,42,7389,No,3
5932,6,9,1.39,7,Mobile,Action,South America,On-Time,Premium,No,9,34,8882,Yes,4
5933,9,10,3.18,10,Tablet,Action,South America,On-Time,Premium,No,6,32,6289,Yes,3
5934,39,6,4.56,8,Tablet,Romance,Europe,On-Time,Basic,No,5,54,8798,Yes,1
5935,31,10,5.27,6,Tablet,Sci-fi,Asia,On-Time,Basic,No,13,62,4408,No,4
5936,32,5,3.94,8,Mobile,Sci-fi,Africa,On-Time,Premium,No,13,21,2161,Yes,4
5937,41,1,4.18,2,Mobile,Romance,Oceania,Delayed,Standard,Yes,13,39,2259,Yes,3
5938,50,6,1.19,3,Smart TV,Action,Oceania,On-Time,Premium,No,4,34,5090,Yes,4
5939,12,6,5.7,7,Laptop,Action,South America,On-Time,Basic,No,14,39,6690,No,1
5940,8,3,1.23,10,Tablet,Drama,South America,On-Time,Standard,No,4,34,3981,No,1
5941,8,8,4.76,1,Smart TV,Drama,Africa,On-Time,Standard,No,2,31,9065,Yes,2
5942,50,1,1.96,7,Mobile,Action,South America,On-Time,Standard,Yes,6,31,4554,Yes,1
5943,28,1,5.63,6,Smart TV,Comedy,Oceania,Delayed,Basic,No,12,34,3389,Yes,2
5944,20,6,4.46,8,Tablet,Sci-fi,Asia,Delayed,Standard,Yes,9,25,9158,Yes,4
5945,47,10,4.65,7,Tablet,Drama,Europe,On-Time,Basic,No,4,51,2014,Yes,2
5946,59,1,1.7,4,Smart TV,Comedy,Oceania,On-Time,Basic,No,6,43,6729,Yes,3
5947,7,6,2.94,3,Tablet,Drama,Africa,On-Time,Premium,No,14,62,4713,Yes,2
5948,11,1,3.9,3,Mobile,Romance,Asia,On-Time,Basic,Yes,1,47,2492,Yes,3
5949,20,6,4.73,4,Tablet,Sci-fi,Asia,Delayed,Standard,No,8,39,8585,Yes,4
5950,16,3,1.07,9,Laptop,Drama,Europe,On-Time,Basic,No,7,33,5122,No,2
5951,4,8,5.79,9,Laptop,Action,Oceania,On-Time,Basic,No,14,47,1454,Yes,1
5952,6,6,5.4,2,Tablet,Romance,Asia,On-Time,Premium,No,4,33,1917,Yes,3
5953,58,1,1.99,5,Smart TV,Romance,Asia,On-Time,Premium,No,1,55,7723,Yes,4
5954,22,5,5.03,1,Tablet,Action,South America,On-Time,Basic,No,5,71,9205,Yes,1
5955,26,8,3.35,4,Laptop,Romance,Asia,Delayed,Basic,No,7,41,7241,Yes,3
5956,3,3,3.04,2,Mobile,Sci-fi,Africa,On-Time,Basic,No,6,53,5374,Yes,4
5957,41,6,2.23,8,Laptop,Drama,Asia,Delayed,Premium,No,7,52,7059,No,4
5958,60,5,3.7,4,Tablet,Romance,South America,On-Time,Premium,No,3,23,1489,Yes,1
5959,42,6,4.51,5,Tablet,Sci-fi,North America,On-Time,Standard,Yes,13,21,1984,Yes,4
5960,14,10,2.76,4,Smart TV,Action,North America,On-Time,Standard,No,2,35,1960,No,2
5961,11,1,3.96,5,Tablet,Drama,Africa,On-Time,Standard,Yes,6,23,9050,Yes,4
5962,18,7,4.35,5,Tablet,Action,Europe,On-Time,Standard,Yes,1,43,2782,No,3
5963,54,9,4.41,5,Mobile,Drama,Europe,On-Time,Premium,No,13,54,6983,Yes,3
5964,12,2,0.79,3,Mobile,Romance,Africa,On-Time,Premium,No,4,44,2869,Yes,3
5965,23,10,5.23,7,Mobile,Romance,Asia,On-Time,Basic,Yes,12,58,3644,Yes,2
5966,12,5,3.02,3,Smart TV,Drama,Asia,On-Time,Standard,No,6,28,7838,Yes,1
5967,13,10,1.94,2,Smart TV,Sci-fi,North America,On-Time,Basic,No,0,55,5345,No,2
5968,25,4,1.83,3,Laptop,Sci-fi,North America,Delayed,Basic,No,3,79,6702,Yes,2
5969,45,6,3.16,3,Smart TV,Sci-fi,Oceania,Delayed,Premium,No,14,33,9075,Yes,2
5970,51,6,5.38,8,Mobile,Comedy,North America,On-Time,Basic,Yes,1,36,8630,No,4
5971,58,2,2.58,4,Smart TV,Sci-fi,North America,On-Time,Basic,Yes,5,60,6902,Yes,1
5972,19,2,4.62,3,Tablet,Romance,Africa,On-Time,Premium,Yes,11,70,7032,No,4
5973,55,4,1.03,10,Smart TV,Comedy,Oceania,On-Time,Premium,Yes,0,32,2825,Yes,2
5974,46,1,3.12,5,Tablet,Sci-fi,Europe,On-Time,Premium,No,6,43,4110,No,3
5975,36,9,5.95,4,Laptop,Romance,Oceania,On-Time,Premium,No,2,73,4770,No,2
5976,45,7,4.74,9,Tablet,Comedy,Asia,On-Time,Standard,No,11,58,1029,Yes,1
5977,8,7,1.66,8,Mobile,Romance,Asia,On-Time,Standard,No,0,73,9958,Yes,3
5978,29,3,3.26,7,Laptop,Drama,Oceania,On-Time,Standard,No,14,48,9806,Yes,1
5979,55,3,1.78,8,Laptop,Romance,Oceania,On-Time,Basic,No,7,36,3121,Yes,2
5980,53,1,2.75,5,Laptop,Comedy,Asia,On-Time,Standard,No,6,74,4009,Yes,1
5981,55,3,4.79,4,Mobile,Sci-fi,Africa,On-Time,Premium,No,1,68,4819,No,4
5982,32,3,4.74,7,Tablet,Comedy,Africa,On-Time,Standard,Yes,6,41,8739,Yes,3
5983,51,4,1.75,1,Laptop,Sci-fi,Africa,On-Time,Premium,Yes,2,75,9215,Yes,1
5984,44,4,5.57,6,Mobile,Sci-fi,Africa,Delayed,Standard,No,14,26,5059,Yes,3
5985,18,3,3.76,8,Laptop,Action,Asia,On-Time,Standard,No,12,40,3910,Yes,3
5986,6,10,2.59,7,Laptop,Drama,South America,On-Time,Premium,No,8,21,2970,Yes,2
5987,18,8,3.26,2,Mobile,Action,North America,On-Time,Premium,No,7,27,7655,Yes,2
5988,19,8,3.83,7,Smart TV,Comedy,North America,On-Time,Basic,No,4,26,5767,Yes,3
5989,22,1,3.58,6,Laptop,Action,North America,On-Time,Basic,Yes,6,36,9762,Yes,1
5990,37,7,3.18,5,Smart TV,Sci-fi,North America,On-Time,Basic,No,2,32,2242,No,3
5991,32,2,3.28,4,Laptop,Comedy,Asia,On-Time,Standard,No,0,68,1712,No,2
5992,56,1,1.47,1,Smart TV,Action,South America,On-Time,Standard,No,0,51,3866,Yes,1
5993,41,3,4.97,2,Tablet,Romance,Asia,On-Time,Premium,No,14,59,7153,No,3
5994,59,4,3.48,7,Smart TV,Drama,South America,On-Time,Premium,No,10,36,6587,Yes,2
5995,3,6,1.22,10,Smart TV,Romance,Asia,On-Time,Basic,No,1,66,9827,No,3
5996,28,10,4.71,3,Smart TV,Comedy,Oceania,On-Time,Premium,No,7,69,8713,Yes,3
5997,10,5,5.63,5,Smart TV,Action,South America,On-Time,Standard,No,0,73,7861,No,3
5998,51,4,5.71,8,Tablet,Sci-fi,North America,On-Time,Premium,No,10,38,2297,No,1
5999,35,8,2.53,8,Mobile,Action,South America,On-Time,Premium,Yes,11,51,1357,No,2
6000,29,4,1.25,6,Smart TV,Comedy,Europe,On-Time,Premium,No,4,68,6102,No,2
6001,54,10,3.35,5,Mobile,Comedy,Africa,Delayed,Premium,Yes,8,34,1240,Yes,4
6002,15,2,1.12,2,Laptop,Comedy,South America,On-Time,Premium,No,11,35,7854,Yes,3
6003,33,3,5.64,9,Mobile,Comedy,Europe,On-Time,Basic,Yes,8,34,2826,No,3
6004,7,6,1.51,1,Smart TV,Action,Africa,On-Time,Basic,No,1,19,9115,Yes,4
6005,12,8,1.89,2,Mobile,Romance,Europe,On-Time,Standard,No,6,68,4558,Yes,3
6006,49,8,2.74,1,Tablet,Sci-fi,Africa,On-Time,Basic,No,10,18,4860,Yes,1
6007,30,9,2.61,4,Tablet,Sci-fi,Oceania,On-Time,Premium,No,0,60,5447,No,4
6008,21,7,4.87,4,Smart TV,Drama,South America,On-Time,Basic,No,2,74,5139,Yes,2
6009,31,2,3.01,5,Mobile,Comedy,Europe,On-Time,Standard,Yes,5,27,1137,No,3
6010,58,8,1.44,5,Laptop,Comedy,Oceania,On-Time,Basic,No,8,54,4734,No,2
6011,24,7,1.97,8,Tablet,Comedy,North America,Delayed,Standard,No,9,65,2967,Yes,3
6012,20,8,3.3,3,Smart TV,Romance,South America,On-Time,Standard,No,1,73,7579,Yes,4
6013,37,3,1.31,6,Tablet,Comedy,Asia,On-Time,Standard,No,6,22,5849,No,2
6014,4,7,3.86,3,Smart TV,Drama,Asia,On-Time,Premium,Yes,14,73,9334,No,3
6015,28,10,3.61,2,Mobile,Drama,Asia,On-Time,Standard,No,3,72,8167,Yes,1
6016,44,9,4.43,8,Mobile,Romance,Europe,On-Time,Basic,No,1,29,6942,Yes,4
6017,20,3,5.66,1,Mobile,Comedy,Europe,Delayed,Basic,Yes,2,53,8466,Yes,3
6018,60,10,5.52,9,Mobile,Action,Africa,On-Time,Basic,No,5,48,7405,Yes,3
